"GOBPID"	"Pvalue"	"OddsRatio"	"ExpCount"	"Count"	"Size"	"Term"	"p.adj"
"GO:0044237"	1.85073286351594e-52	2.41378485780775	432.285720144357	691	8203	"cellular metabolic process"	2.65005559402332e-49
"GO:0008152"	2.28551582063245e-52	2.40801939995488	507.855355971129	771	9637	"metabolic process"	2.65005559402332e-49
"GO:0071704"	1.68254682680378e-51	2.38782580794384	463.377829724409	722	8793	"organic substance metabolic process"	1.30060869711932e-48
"GO:0044238"	3.78597669733053e-51	2.38365270113659	442.825418307087	699	8403	"primary metabolic process"	2.19491999027738e-48
"GO:0009987"	1.06866344167733e-49	2.52972948357104	730.03219324147	978	13853	"cellular process"	4.95646104249947e-47
"GO:0043170"	4.11527469064253e-44	2.26972573127453	368.942134186352	598	7001	"macromolecule metabolic process"	1.59055366793334e-41
"GO:0044260"	9.36658134244318e-42	2.26037320786465	321.724286417323	537	6105	"cellular macromolecule metabolic process"	3.10301459044653e-39
"GO:0031323"	5.27262164972596e-41	2.37494095022494	236.721620734908	432	4492	"regulation of cellular metabolic process"	1.52840120071431e-38
"GO:0019222"	6.90542103371682e-41	2.30672631195912	271.766117125984	475	5157	"regulation of metabolic process"	1.7792968196877e-38
"GO:0044767"	3.80869769558911e-40	2.34720761951883	240.147022637795	434	4557	"single-organism developmental process"	8.83236995607114e-38
"GO:0032502"	5.58755581724406e-40	2.34085424710425	241.306389435696	435	4579	"developmental process"	1.177958358199e-37
"GO:0071840"	3.09124444066718e-39	2.36143347499183	223.810490485564	411	4247	"cellular component organization or biogenesis"	5.97382988158933e-37
"GO:0080090"	1.58692199984473e-38	2.32800695941496	230.872088254593	418	4381	"regulation of primary metabolic process"	2.83082470587687e-36
"GO:0007275"	3.14850596825814e-37	2.33960045160886	212.322219488189	391	4029	"multicellular organismal development"	5.21527524313617e-35
"GO:0044249"	3.50275322832911e-37	2.28732300323715	234.613681102362	419	4452	"cellular biosynthetic process"	5.41525649099681e-35
"GO:1901576"	1.48635296246436e-36	2.26114832161912	240.041625656168	424	4555	"organic substance biosynthetic process"	2.0553315735127e-34
"GO:0048523"	1.57953383699971e-36	2.48551920978258	161.889763779528	323	3072	"negative regulation of cellular process"	2.0553315735127e-34
"GO:0009058"	1.59534145421426e-36	2.25251512800448	244.152107939633	429	4633	"biosynthetic process"	2.0553315735127e-34
"GO:0016043"	3.84959799503667e-36	2.29877029716065	217.802862532808	395	4133	"cellular component organization"	4.69853565815265e-34
"GO:0048518"	7.07062026163922e-36	2.33884340137031	199.569184711286	371	3787	"positive regulation of biological process"	8.19838419337067e-34
"GO:0048519"	4.62099352408778e-35	2.37518698988452	180.492331036745	344	3425	"negative regulation of biological process"	5.10289713445694e-33
"GO:0048856"	6.612516938416e-35	2.29556041019715	206.314591535433	377	3915	"anatomical structure development"	6.97019399099396e-33
"GO:0009059"	2.3267607623139e-34	2.29880569020907	199.674581692913	367	3789	"macromolecule biosynthetic process"	2.34598182948084e-32
"GO:0034645"	8.35640726128598e-34	2.30237323128578	193.087270341207	357	3664	"cellular macromolecule biosynthetic process"	8.07437851621758e-32
"GO:0044699"	2.9693898276203e-33	2.0403994869499	671.853059383202	878	12749	"single-organism process"	2.75440600410059e-31
"GO:0048731"	1.52989913308526e-32	2.33138353207601	172.692954396325	327	3277	"system development"	1.36455234216335e-30
"GO:0010467"	1.68741945305177e-32	2.13044650135423	258.696891404199	435	4909	"gene expression"	1.44930581912113e-30
"GO:0048522"	1.13897668884253e-31	2.29307948595907	176.80343667979	330	3355	"positive regulation of cellular process"	9.43316764794935e-30
"GO:0060255"	2.84860818809455e-31	2.1612084881507	224.126681430446	389	4253	"regulation of macromolecule metabolic process"	2.27790427179009e-29
"GO:0051171"	3.40854837015534e-31	2.26218122318877	182.44217519685	336	3462	"regulation of nitrogen compound metabolic process"	2.63480789013008e-29
"GO:0019219"	1.12026810265236e-30	2.25597354909126	179.701853674541	331	3410	"regulation of nucleobase-containing compound metabolic process"	8.38032816145425e-29
"GO:0006807"	1.25405555374224e-30	2.05012669722125	284.519151902887	460	5399	"nitrogen compound metabolic process"	9.08798384102579e-29
"GO:1901360"	2.39938411306195e-30	2.05842976996213	272.609292979003	445	5173	"organic cyclic compound metabolic process"	1.68611265399717e-28
"GO:0030154"	7.75125735517312e-30	2.31473272490222	155.56594488189	297	2952	"cell differentiation"	5.28681347254308e-28
"GO:0050789"	8.02706935453669e-30	1.91698065327285	512.387426181102	708	9723	"regulation of biological process"	5.31850680947731e-28
"GO:0048869"	2.39599772541543e-29	2.26298031052129	165.68405511811	309	3144	"cellular developmental process"	1.54342186812177e-27
"GO:0046483"	7.0238565040155e-29	2.03776465410784	261.437212926509	427	4961	"heterocycle metabolic process"	4.40224952238161e-27
"GO:0034641"	1.07693396989992e-28	2.02335280241198	268.656906167979	435	5098	"cellular nitrogen compound metabolic process"	6.57213125315241e-27
"GO:0065007"	2.77684858301143e-28	1.88234167033434	534.257299868766	725	10138	"biological regulation"	1.61384767767303e-26
"GO:0006139"	2.78369586489527e-28	2.03251555925666	254.691806102362	417	4833	"nucleobase-containing compound metabolic process"	1.61384767767303e-26
"GO:0006725"	3.21237988164852e-28	2.01889321274172	263.228961614173	427	4995	"cellular aromatic compound metabolic process"	1.81695340135193e-26
"GO:0019538"	5.08218959774022e-28	2.10958593474262	207.895546259843	359	3945	"protein metabolic process"	2.806094685038e-26
