"GOBPID"	"Pvalue"	"OddsRatio"	"ExpCount"	"Count"	"Size"	"Term"	"p.adj"
"GO:0006987"	0.00100079222077276	1711.71428571429	0.00100108450821724	1	3	"activation of signaling protein activity involved in unfolded protein response"	0.010672000329216
"GO:0016266"	0.00100079222077276	1711.71428571429	0.00100108450821724	1	3	"O-glycan processing"	0.010672000329216
"GO:1900103"	0.00133419481817099	1141.09523809524	0.00133477934428965	1	4	"positive regulation of endoplasmic reticulum unfolded protein response"	0.010672000329216
"GO:0032075"	0.00166750005144001	855.785714285714	0.00166847418036206	1	5	"positive regulation of nuclease activity"	0.010672000329216
"GO:1900101"	0.00166750005144001	855.785714285714	0.00166847418036206	1	5	"regulation of endoplasmic reticulum unfolded protein response"	0.010672000329216
"GO:0007213"	0.00266683181016958	488.959183673469	0.00266955868857929	1	8	"G-protein coupled acetylcholine receptor signaling pathway"	0.0142231029875711
"GO:0032069"	0.00333256660870318	380.269841269841	0.00333694836072412	1	10	"regulation of nuclease activity"	0.0152345902112145
"GO:0015858"	0.0043304397325663	285.166666666667	0.00433803286894135	1	13	"nucleoside transport"	0.0173217589302652
"GO:0035329"	0.00765037274419622	155.480519480519	0.00767498122966547	1	23	"hippo signaling cascade"	0.0261662194345616
"GO:0070059"	0.00930670390941724	126.661375661376	0.00934345541002753	1	28	"intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress"	0.0261662194345616
"GO:0006493"	0.00963767970365093	122.132653061224	0.00967715024609994	1	29	"protein O-linked glycosylation"	0.0261662194345616
"GO:0030968"	0.0102993410473448	113.980952380952	0.0103445399182448	1	31	"endoplasmic reticulum unfolded protein response"	0.0261662194345616
"GO:0034620"	0.0106300266452907	110.299539170507	0.0106782347543172	1	32	"cellular response to unfolded protein"	0.0261662194345616
"GO:1901264"	0.0119518024431725	97.6775510204082	0.0120130140986068	1	36	"carbohydrate derivative transport"	0.0262016103792682
"GO:0035967"	0.012282004865282	94.9603174603175	0.0123467089346792	1	37	"cellular response to topologically incorrect protein"	0.0262016103792682
"GO:0006984"	0.0142611924320983	81.3741496598639	0.0143488779511137	1	43	"ER-nucleus signaling pathway"	0.0285223848641967
"GO:0006940"	0.0152494842545888	75.9396825396825	0.0153499624593309	1	46	"regulation of smooth muscle contraction"	0.0287049115380496
"GO:0006986"	0.0208334451083422	55.0783410138249	0.0210227746725619	1	63	"response to unfolded protein"	0.03647620675338
"GO:0034976"	0.0227976292208625	50.2058823529412	0.0230249436889964	1	69	"response to endoplasmic reticulum stress"	0.03647620675338
"GO:0035966"	0.0227976292208625	50.2058823529412	0.0230249436889964	1	69	"response to topologically incorrect protein"	0.03647620675338
"GO:0006939"	0.0267156572659698	42.6535714285714	0.0270292817218654	1	81	"smooth muscle contraction"	0.0407095729767159
"GO:0015931"	0.0354810014496659	31.8544726301736	0.0360390422958205	1	108	"nucleobase-containing compound transport"	0.0486592634022268
"GO:0006937"	0.0361275295943715	31.2673656618611	0.0367064319679653	1	110	"regulation of muscle contraction"	0.0486592634022268
"GO:0007050"	0.038064839380539	29.6285714285714	0.0387086009843998	1	116	"cell cycle arrest"	0.0486592634022268
"GO:0008016"	0.040642618697275	27.6922183507549	0.0413781596729791	1	124	"regulation of heart contraction"	0.0486592634022268
"GO:0090257"	0.04385634147199	25.5993555316864	0.0447151080337032	1	134	"regulation of muscle system process"	0.0486592634022268
"GO:0033554"	0.0453242585273287	7.26045627376426	0.351714357220322	2	1054	"cellular response to stress"	0.0486592634022268
"GO:0006486"	0.0461003388380057	24.3122448979592	0.0470509718862101	1	141	"protein glycosylation"	0.0486592634022268
"GO:0043413"	0.0461003388380057	24.3122448979592	0.0470509718862101	1	141	"macromolecule glycosylation"	0.0486592634022268
"GO:0003015"	0.0483397266698067	23.1477162293489	0.0493868357387169	1	148	"heart process"	0.0486592634022268
"GO:0060047"	0.0483397266698067	23.1477162293489	0.0493868357387169	1	148	"heart contraction"	0.0486592634022268
"GO:0070085"	0.0486592634022268	22.9903474903475	0.0497205305747894	1	149	"glycosylation"	0.0486592634022268
