"GOBPID"	"Pvalue"	"OddsRatio"	"ExpCount"	"Count"	"Size"	"Term"	"p.adj"
"GO:0002474"	0.00075947773362615	56.5177304964539	0.0408776174188704	2	20	"antigen processing and presentation of peptide antigen via MHC class I"	0.0351058797789393
"GO:0006258"	0.00204388087094398	Inf	0.00204388087094352	1	1	"UDP-glucose catabolic process"	0.0351058797789393
"GO:0052746"	0.00204388087094398	Inf	0.00204388087094352	1	1	"inositol phosphorylation"	0.0351058797789393
"GO:0048002"	0.00274491157070368	28.2375886524823	0.0776674730958538	2	38	"antigen processing and presentation of peptide antigen"	0.0351058797789393
"GO:0046483"	0.003061549536976	2.45120457329522	9.4018520063402	18	4600	"heterocycle metabolic process"	0.0351058797789393
"GO:0006725"	0.00335221675907898	2.42691826886144	9.47747559856511	18	4637	"cellular aromatic compound metabolic process"	0.0351058797789393
"GO:0009227"	0.00408366937623372	498.416666666667	0.00408776174188704	1	2	"nucleotide-sugar catabolic process"	0.0351058797789393
"GO:0036297"	0.00408366937623372	498.416666666667	0.00408776174188704	1	2	"interstrand cross-link repair"	0.0351058797789393
"GO:0050713"	0.00408366937623372	498.416666666667	0.00408776174188704	1	2	"negative regulation of interleukin-1 beta secretion"	0.0351058797789393
"GO:1900242"	0.00408366937623372	498.416666666667	0.00408776174188704	1	2	"regulation of synaptic vesicle endocytosis"	0.0351058797789393
"GO:1901360"	0.00506507248998269	2.31713028382252	9.83515475098023	18	4812	"organic cyclic compound metabolic process"	0.0351058797789393
"GO:0006011"	0.00611937353944814	249.197916666667	0.00613164261283057	1	3	"UDP-glucose metabolic process"	0.0351058797789393
"GO:0007181"	0.00611937353944814	249.197916666667	0.00613164261283057	1	3	"transforming growth factor beta receptor complex assembly"	0.0351058797789393
"GO:0044546"	0.00611937353944814	249.197916666667	0.00613164261283057	1	3	"NLRP3 inflammasome complex assembly"	0.0351058797789393
"GO:0051961"	0.00611937353944814	249.197916666667	0.00613164261283057	1	3	"negative regulation of nervous system development"	0.0351058797789393
"GO:0051964"	0.00611937353944814	249.197916666667	0.00613164261283057	1	3	"negative regulation of synapse assembly"	0.0351058797789393
"GO:0060971"	0.00611937353944814	249.197916666667	0.00613164261283057	1	3	"embryonic heart tube left/right pattern formation"	0.0351058797789393
"GO:0071918"	0.00611937353944814	249.197916666667	0.00613164261283057	1	3	"urea transmembrane transport"	0.0351058797789393
"GO:2001135"	0.00611937353944814	249.197916666667	0.00613164261283057	1	3	"regulation of endocytic recycling"	0.0351058797789393
"GO:0019882"	0.0076101074086075	16.3781743308167	0.130808375740385	2	64	"antigen processing and presentation"	0.0386882364695291
"GO:0033572"	0.00815100136876534	166.125	0.00817552348377409	1	4	"transferrin transport"	0.0386882364695291
"GO:0050711"	0.00815100136876534	166.125	0.00817552348377409	1	4	"negative regulation of interleukin-1 secretion"	0.0386882364695291
"GO:0006807"	0.00824425567867338	2.18887945670628	10.2888963043297	18	5034	"nitrogen compound metabolic process"	0.0386882364695291
"GO:0015682"	0.0101785608569973	124.588541666667	0.0102194043547176	1	5	"ferric iron transport"	0.0386882364695291
"GO:0032621"	0.0101785608569973	124.588541666667	0.0102194043547176	1	5	"interleukin-18 production"	0.0386882364695291
"GO:0042769"	0.0101785608569973	124.588541666667	0.0102194043547176	1	5	"DNA damage response, detection of DNA damage"	0.0386882364695291
"GO:0071763"	0.0101785608569973	124.588541666667	0.0102194043547176	1	5	"nuclear membrane organization"	0.0386882364695291
"GO:0072512"	0.0101785608569973	124.588541666667	0.0102194043547176	1	5	"trivalent inorganic cation transport"	0.0386882364695291
"GO:0034641"	0.0102932005285903	2.16100932005931	9.68390756653041	17	4738	"cellular nitrogen compound metabolic process"	0.0386882364695291
"GO:0015840"	0.0122020599816169	99.6666666666667	0.0122632852256611	1	6	"urea transport"	0.0409770212157513
"GO:0006139"	0.013810590111814	2.11371782339524	9.15658630182698	16	4480	"nucleobase-containing compound metabolic process"	0.0409770212157513
"GO:0006777"	0.0142215067047856	83.0520833333333	0.0143071660966047	1	7	"Mo-molybdopterin cofactor biosynthetic process"	0.0409770212157513
"GO:0019720"	0.0142215067047856	83.0520833333333	0.0143071660966047	1	7	"Mo-molybdopterin cofactor metabolic process"	0.0409770212157513
"GO:0032324"	0.0142215067047856	83.0520833333333	0.0143071660966047	1	7	"molybdopterin cofactor biosynthetic process"	0.0409770212157513
"GO:0043545"	0.0142215067047856	83.0520833333333	0.0143071660966047	1	7	"molybdopterin cofactor metabolic process"	0.0409770212157513
"GO:0051189"	0.0142215067047856	83.0520833333333	0.0143071660966047	1	7	"prosthetic group metabolic process"	0.0409770212157513
"GO:0051650"	0.0143114580831045	11.6595744680851	0.181905397513973	2	89	"establishment of vesicle localization"	0.0409770212157513
"GO:0019439"	0.0143915306423193	3.75922688422688	1.44502377575707	5	707	"aromatic compound catabolic process"	0.0409770212157513
"GO:0034504"	0.0146615030038009	6.22642005610098	0.513014098606824	3	251	"protein localization to nucleus"	0.0409770212157513
"GO:0006012"	0.0162369089733825	71.1845238095238	0.0163510469675482	1	8	"galactose metabolic process"	0.0419705917110647
"GO:0000413"	0.0182482747190353	62.2838541666667	0.0183949278384917	1	9	"protein peptidyl-prolyl isomerization"	0.0419705917110647
"GO:0042748"	0.0182482747190353	62.2838541666667	0.0183949278384917	1	9	"circadian sleep/wake cycle, non-REM sleep"	0.0419705917110647
"GO:0060586"	0.0182482747190353	62.2838541666667	0.0183949278384917	1	9	"multicellular organismal iron ion homeostasis"	0.0419705917110647
"GO:0021543"	0.0191986110925226	9.9386733416771	0.212563610578126	2	104	"pallium development"	0.0419705917110647
"GO:0006020"	0.0202556118581447	55.3611111111111	0.0204388087094352	1	10	"inositol metabolic process"	0.0419705917110647
"GO:0032691"	0.0202556118581447	55.3611111111111	0.0204388087094352	1	10	"negative regulation of interleukin-1 beta production"	0.0419705917110647
"GO:0042428"	0.0202556118581447	55.3611111111111	0.0204388087094352	1	10	"serotonin metabolic process"	0.0419705917110647
"GO:1901160"	0.0202556118581447	55.3611111111111	0.0204388087094352	1	10	"primary amino compound metabolic process"	0.0419705917110647
"GO:0009166"	0.0216263907826016	4.02458628841608	1.06486193376158	4	521	"nucleotide catabolic process"	0.0419705917110647
"GO:0007183"	0.0222589282919187	49.8229166666667	0.0224826895803787	1	11	"SMAD protein complex assembly"	0.0419705917110647
"GO:0019755"	0.0222589282919187	49.8229166666667	0.0224826895803787	1	11	"one-carbon compound transport"	0.0419705917110647
"GO:0032402"	0.0222589282919187	49.8229166666667	0.0224826895803787	1	11	"melanosome transport"	0.0419705917110647
"GO:0051648"	0.0227921046003521	9.04749240121581	0.233002419287562	2	114	"vesicle localization"	0.0419705917110647
"GO:1901292"	0.0229985745642357	3.94653173097196	1.08530074247101	4	531	"nucleoside phosphate catabolic process"	0.0419705917110647
"GO:0002674"	0.0242582319063952	45.2916666666667	0.0245265704513223	1	12	"negative regulation of acute inflammatory response"	0.0419705917110647
"GO:0032401"	0.0242582319063952	45.2916666666667	0.0245265704513223	1	12	"establishment of melanosome localization"	0.0419705917110647
"GO:0032456"	0.0242582319063952	45.2916666666667	0.0245265704513223	1	12	"endocytic recycling"	0.0419705917110647
"GO:0032692"	0.0242582319063952	45.2916666666667	0.0245265704513223	1	12	"negative regulation of interleukin-1 production"	0.0419705917110647
"GO:0032793"	0.0242582319063952	45.2916666666667	0.0245265704513223	1	12	"positive regulation of CREB transcription factor activity"	0.0419705917110647
"GO:0045019"	0.0242582319063952	45.2916666666667	0.0245265704513223	1	12	"negative regulation of nitric oxide biosynthetic process"	0.0419705917110647
"GO:0045663"	0.0242582319063952	45.2916666666667	0.0245265704513223	1	12	"positive regulation of myoblast differentiation"	0.0419705917110647
"GO:0050951"	0.0242582319063952	45.2916666666667	0.0245265704513223	1	12	"sensory perception of temperature stimulus"	0.0419705917110647
"GO:0051904"	0.0242582319063952	45.2916666666667	0.0245265704513223	1	12	"pigment granule transport"	0.0419705917110647
