"KEGGID"	"Pvalue"	"OddsRatio"	"ExpCount"	"Count"	"Size"	"Term"	"p.adj"
"04962"	0.00718688544330065	17.8834688346883	0.129129129129129	2	43	"Vasopressin-regulated water reabsorption"	0.0264648323594309
"04514"	0.00946232740743147	7.84931506849315	0.447447447447447	3	149	"Cell adhesion molecules (CAMs)"	0.0264648323594309
"05330"	0.010384428128842	14.6444444444444	0.156156156156156	2	52	"Allograft rejection"	0.0264648323594309
"05332"	0.0111666034863691	14.0769230769231	0.162162162162162	2	54	"Graft-versus-host disease"	0.0264648323594309
"04940"	0.0132324161797154	12.8323586744639	0.177177177177177	2	59	"Type I diabetes mellitus"	0.0264648323594309
"05320"	0.0168560263312341	11.2393162393162	0.201201201201201	2	67	"Autoimmune thyroid disease"	0.0280933772187236
"04612"	0.0224479052706077	9.59649122807017	0.234234234234234	2	78	"Antigen processing and presentation"	0.0296472188718276
"04144"	0.02676887065904	5.22336676606126	0.660660660660661	3	220	"Endocytosis"	0.0296472188718276
"05416"	0.0287031266491048	8.3690932311622	0.267267267267267	2	89	"Viral myocarditis"	0.0296472188718276
"04122"	0.0296472188718276	38.7777777777778	0.03003003003003	1	10	"Sulfur relay system"	0.0296472188718276
