"PathwayID"	"Pathway"	"N.Selected"	"N.In.Category"	"p.value"	"p.adj"
"4810988"	"Mus musculus: Endosomal/Vacuolar pathway"	2	20	0.000201175570338012	0.0222258515956959
"4810912"	"Mus musculus: HS-GAG biosynthesis"	2	28	0.000376998824637934	0.0222258515956959
"4810970"	"Mus musculus: Antigen Presentation: Folding, assembly and peptide loading of class I MHC"	2	34	0.000544010902651858	0.0222258515956959
"4809812"	"Mus musculus: Cell Cycle, Mitotic"	4	398	0.000584890831465681	0.0222258515956959
"4810913"	"Mus musculus: Heparan sulfate/heparin (HS-GAG) metabolism"	2	48	0.00104884240333575	0.0264232354429431
"4809813"	"Mus musculus: Cell Cycle"	4	534	0.00171289227954403	0.0264232354429431
"4809857"	"Mus musculus: Metabolism of carbohydrates"	3	258	0.00198398695891896	0.0264232354429431
"4810917"	"Mus musculus: Interferon gamma signaling"	2	68	0.00204277930787127	0.0264232354429431
"4809815"	"Mus musculus: Mitotic M-M/G1 phases"	3	266	0.00216126444846741	0.0264232354429431
"4810591"	"Mus musculus: Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell"	2	78	0.002656800987569	0.0264232354429431
"4810985"	"Mus musculus: ER-Phagosome pathway"	2	80	0.00278878186864527	0.0264232354429431
"4809858"	"Mus musculus: Metabolism"	6	1504	0.00299946129282138	0.0264232354429431
"4810016"	"Mus musculus: Immune System"	5	1045	0.00316098624103324	0.0264232354429431
"4810986"	"Mus musculus: Antigen processing-Cross presentation"	2	92	0.00364393215147015	0.0264232354429431
"4810261"	"Mus musculus: Activation of BIM and translocation to mitochondria "	1	4	0.00472897762768587	0.0264232354429431
"4811082"	"Mus musculus: Synthesis of IPs in the nucleus"	1	4	0.00472897762768587	0.0264232354429431
"4810457"	"Mus musculus: Glycosaminoglycan metabolism"	2	110	0.0051259078512603	0.0264232354429431
"4810458"	"Mus musculus: MPS IX - Natowicz syndrome"	2	110	0.0051259078512603	0.0264232354429431
"4810459"	"Mus musculus: Mucopolysaccharidoses"	2	110	0.0051259078512603	0.0264232354429431
"4810460"	"Mus musculus: MPS IIIB - Sanfilippo syndrome B"	2	110	0.0051259078512603	0.0264232354429431
"4810461"	"Mus musculus: MPS VI - Maroteaux-Lamy syndrome"	2	110	0.0051259078512603	0.0264232354429431
"4810462"	"Mus musculus: MPS IV - Morquio syndrome A"	2	110	0.0051259078512603	0.0264232354429431
"4810463"	"Mus musculus: MPS IIIC - Sanfilippo syndrome C"	2	110	0.0051259078512603	0.0264232354429431
"4810464"	"Mus musculus: MPS VII - Sly syndrome"	2	110	0.0051259078512603	0.0264232354429431
"4810465"	"Mus musculus: MPS II - Hunter syndrome"	2	110	0.0051259078512603	0.0264232354429431
"4810466"	"Mus musculus: MPS I - Hurler syndrome"	2	110	0.0051259078512603	0.0264232354429431
"4810467"	"Mus musculus: MPS IIID - Sanfilippo syndrome D"	2	110	0.0051259078512603	0.0264232354429431
"4810468"	"Mus musculus: MPS IIIA - Sanfilippo syndrome A"	2	110	0.0051259078512603	0.0264232354429431
"4810469"	"Mus musculus: MPS IV - Morquio syndrome B"	2	110	0.0051259078512603	0.0264232354429431
"4810918"	"Mus musculus: Interferon Signaling"	2	111	0.00521511225847561	0.0264232354429431
"4809865"	"Mus musculus: Galactose catabolism"	1	5	0.00567213492244412	0.0278117583294034
"4811058"	"Mus musculus: Resolution of Sister Chromatid Cohesion"	2	118	0.00585946138379751	0.0278324415730382
